hh_size,n_children,region_type,hh_autos,n_emp,dist_to_transit,hh_income,trip_length_km,weight
3,1,metropolitan,2,2,0.05,2535,23.75,1.874125052
2,0,urban,2,2,0.05,6740,72.2,0.758739719
2,0,urban,2,2,0.05,6740,13.78,0.786862246
2,0,metropolitan,2,2,0.7,5306,2.85,0.627238051
3,1,metropolitan,2,2,0.7,3347,22.8,1.012735596
1,0,urban,1,1,0.3,1734,1.43,3.520895331
4,2,metropolitan,1,1,0.05,2800,19.86,1.115558406
4,1,metropolitan,1,3,0.3,3131,7.45,0.189647274
4,1,metropolitan,1,3,0.3,3131,4.9,0.20170174
4,0,metropolitan,2,1,0.15,3786,2.38,0.306047018
4,0,metropolitan,2,1,0.15,3786,2.38,0.306047018
3,0,metropolitan,3,1,0.3,7377,1.9,0.685193771
4,1,metropolitan,2,3,0.7,3104,11.4,0.466955673
4,0,urban,2,1,0.3,1674,30.4,1.561334056
4,0,urban,2,1,0.3,1674,0.95,1.407690458
4,0,urban,2,1,0.3,1674,4.51,1.30367555
4,0,metropolitan,3,1,0.7,3881,4.75,0.349524471
2,0,urban,2,2,1.5,2310,42.75,0.967408484
4,0,metropolitan,2,2,0.05,6340,35.15,0.643333605
4,2,metropolitan,2,1,0.15,2673,14.25,0.983787584
1,0,metropolitan,1,1,0.3,1521,26.13,1.211504273
2,0,urban,1,1,0.05,1983,2.85,0.679073502
4,2,metropolitan,2,1,0.3,3385,42.75,0.738651539
4,2,rural,2,2,0.7,1811,7.6,0.64693724
2,0,urban,1,2,1.5,4215,1.47,0.714978976
2,0,urban,1,2,1.5,4215,11.4,0.502506667
4,0,urban,3,1,0.05,4495,11.4,1.229402648
4,0,urban,3,1,0.05,4495,4.41,1.12737751
4,0,rural,3,3,0.15,4043,23.75,0.102546465
4,0,rural,3,3,0.15,4043,71.25,0.1530054
1,0,metropolitan,1,1,0.7,1482,12.35,5.279125342
3,0,urban,1,2,0.15,2878,10.45,1.892804009
3,1,urban,2,2,0.7,3020,12.35,0.48692604
3,1,urban,2,2,0.7,3020,3.8,0.848641005
5,3,metropolitan,2,2,0.7,4148,27.55,0.481602348
4,2,urban,1,3,0.7,1662,1.43,0.668433089
4,2,urban,1,3,0.7,1662,2.85,0.87494294
2,0,rural,2,2,0.05,2769,20.9,0.866067178
3,1,metropolitan,1,2,0.15,4467,16.15,0.454823039
2,0,metropolitan,2,2,0.05,7076,1.43,1.508932252
2,0,metropolitan,1,1,0.05,3005,22.56,1.023405014
4,0,urban,1,3,0.7,1713,17.1,0.654105526
4,0,urban,1,3,0.7,1713,2.94,1.085029957
4,0,urban,1,3,0.7,1713,0.98,0.749423562
2,0,metropolitan,2,1,0.3,7797,36.1,0.495705541
2,0,metropolitan,2,2,0.7,2012,10.45,0.495347087
2,0,metropolitan,2,2,0.7,2012,4.75,0.693319769
3,1,rural,2,1,0.3,2246,33.25,1.455010616
3,1,metropolitan,2,1,0.3,4495,11.4,1.45754457
1,0,rural,1,1,1.5,3372,23.75,2.091836981
2,0,metropolitan,1,1,7.5,2699,34.3,1.300886298
3,1,urban,2,2,0.3,2777,4.75,1.202468158
3,1,urban,2,2,0.3,2777,28.5,0.966074691
1,0,metropolitan,1,1,0.05,426,4.75,3.190306801
2,0,metropolitan,1,2,0.05,2177,37.05,0.398108695
2,0,metropolitan,2,1,0.7,3221,3.8,3.053240469
2,0,metropolitan,1,2,0.15,3115,8.12,0.795191978
2,0,metropolitan,1,2,0.15,3115,9.03,0.765802581
3,1,urban,2,3,0.15,3304,8.55,4.896136763
3,1,urban,2,3,0.15,3304,0.59,4.315003071
2,0,rural,1,2,3.5,1823,2.94,3.050913909
3,1,urban,2,2,0.7,2120,14.25,0.589970988
2,0,metropolitan,1,2,0.3,1632,19,0.459707614
2,0,urban,2,1,0.05,2028,21.85,0.648743784
2,0,metropolitan,1,1,0.3,1150,1.96,1.483736414
2,0,rural,1,1,0.7,1153,0.95,0.519131755
6,4,metropolitan,2,1,0.3,4348,31.59,0.484591049
2,0,rural,1,1,1.5,2897,68.4,0.220490479
4,2,metropolitan,1,2,0.7,3104,9.8,0.141906794
1,0,urban,0,1,0.05,645,0.39,4.222276794
4,1,metropolitan,2,2,0.7,4553,5.7,1.099582068
4,1,urban,2,2,0.05,2438,3.8,0.447331268
4,1,urban,2,2,0.05,2438,0.39,0.447331268
4,1,urban,2,2,0.05,2438,23.75,0.419548525
5,3,metropolitan,0,1,0.7,2404,14.44,0.317432637
1,0,rural,1,1,0.7,1869,12.35,3.358355981
3,0,metropolitan,3,2,0.7,3863,1.96,0.838020005
3,0,metropolitan,3,2,0.7,3863,1.43,0.885986722
1,0,urban,0,1,0.15,1072,2.94,3.648479914
2,0,metropolitan,2,2,0.7,3304,23.75,0.798462286
2,0,metropolitan,2,2,0.7,3304,38,0.769925172
3,1,rural,2,2,0.05,2034,2.19,0.398219335
3,1,rural,2,2,0.05,2034,16.15,0.41297925
5,3,metropolitan,1,2,0.3,4553,10.83,0.902690176
4,1,metropolitan,2,3,0.7,3696,5.7,0.06180333
4,2,urban,2,2,0.3,4439,87.4,0.58082956
4,1,metropolitan,1,2,0.05,3620,7.13,0.325585481
4,1,metropolitan,1,2,0.05,3620,7.6,0.337107958
2,0,rural,1,2,0.3,2795,8.55,0.159011731
2,0,rural,1,2,0.3,2795,2.94,0.137922763
2,0,urban,2,1,1.5,4426,2.85,0.489372155
3,0,metropolitan,4,2,0.3,5176,9.5,0.495217054
4,0,metropolitan,3,4,0.05,3642,47.5,1.779211063
5,1,metropolitan,4,3,0.7,4873,30.4,0.608889342
3,2,urban,1,1,0.7,1079,14.25,2.046862166
3,0,rural,2,1,0.05,2201,23.75,1.434827793
3,0,urban,1,2,0.05,2204,4.75,1.320604721
3,0,metropolitan,2,1,0.7,4013,20.9,0.878843587
3,0,metropolitan,2,1,0.7,4013,20.9,0.878843587
4,2,metropolitan,1,2,0.05,4262,31.59,0.165447744
2,0,metropolitan,2,1,0.7,4854,2.85,0.635118624
2,0,urban,2,2,1.5,1611,17.1,1.064745807
2,0,urban,2,2,1.5,1611,76.71,2.201144413
2,0,metropolitan,1,2,0.05,2619,16.15,1.859228678
2,0,metropolitan,1,2,0.05,2619,6.65,2.318634926
1,0,metropolitan,1,1,0.7,2113,33.25,1.640363977
4,2,urban,2,1,0.15,2267,4.9,0.602338423
5,2,metropolitan,1,2,0.3,2390,7.6,0.11320095
5,2,metropolitan,1,2,0.3,2390,1.81,0.137209142
5,2,metropolitan,1,2,0.3,2390,14.25,0.168045429
1,0,metropolitan,1,1,0.7,2476,9.5,3.477602374
4,0,metropolitan,3,3,0.3,3511,1.9,0.522006113
4,0,metropolitan,3,3,0.3,3511,1.9,0.522006113
3,1,urban,2,2,0.15,4662,1.9,0.471822826
2,0,urban,2,2,0.05,2349,47.5,0.933453775
2,0,urban,2,2,0.05,2349,5.7,0.745550633
3,1,metropolitan,1,1,0.7,1746,20.43,1.058717571
2,0,urban,1,1,0.7,1247,27.08,0.695413453
2,0,metropolitan,1,2,0.7,2295,14.25,1.788671302
2,0,metropolitan,1,2,0.7,2295,13.54,1.724744029
5,2,metropolitan,1,2,0.05,3341,9.5,0.766128316
5,1,urban,4,2,0.15,3411,1.9,0.398091494
5,1,urban,4,2,0.15,3411,0.67,0.383863668
2,0,metropolitan,1,2,0.3,3062,22.8,0.865055347
4,0,urban,1,1,0.05,2093,13.54,0.625961437
4,1,metropolitan,3,2,0.15,6154,3.8,0.547955062
4,1,metropolitan,3,2,0.15,6154,6.65,0.568264901
6,2,rural,3,2,0.7,5452,36.1,0.132686197
6,2,rural,3,2,0.7,5452,23.75,0.1913378
4,2,metropolitan,2,2,0.7,2883,26.46,0.809718387
3,0,metropolitan,2,2,3.5,3984,5.7,0.056583635
3,0,metropolitan,2,2,3.5,3984,16.15,0.068584159
4,2,urban,2,1,0.15,2607,21.85,0.5484751
4,2,metropolitan,2,2,0.05,2335,7.6,0.15351833
3,1,rural,2,1,0.7,2438,30.4,0.43542762
4,1,urban,1,2,0.3,2431,20.9,0.728816607
4,1,urban,1,2,0.3,2431,0.49,0.722363149
4,2,urban,1,1,0.15,3292,61.75,0.47423703
4,2,metropolitan,2,2,0.7,5618,16.15,0.994867458
3,0,metropolitan,3,2,1.5,2371,19,0.45632408
3,0,metropolitan,3,2,1.5,2371,76,0.473836543
3,0,metropolitan,3,3,0.3,4711,14.25,1.022532929
3,0,metropolitan,3,3,0.3,4711,14.25,1.022532929
3,0,metropolitan,3,3,0.3,4711,69.35,2.444801316
4,0,rural,2,1,0.7,2595,14.25,1.675696587
2,0,metropolitan,1,2,0.7,2800,3.8,1.02728533
2,0,metropolitan,1,1,0.05,2157,17.1,1.070478028
2,0,metropolitan,2,2,0.15,3642,24.7,1.517118194
2,0,metropolitan,2,2,0.15,3642,19,1.947913726
2,1,urban,1,1,0.05,1938,16.15,1.924895986
4,1,metropolitan,2,2,0.05,3204,2.85,0.110076115
4,1,metropolitan,2,2,0.05,3204,2.85,0.110076115
3,0,urban,2,2,0.7,4238,14.25,0.560712448
3,0,metropolitan,2,3,0.7,2738,0.95,0.52430673
3,0,metropolitan,2,3,0.7,2738,26.6,0.491743214
3,1,metropolitan,2,2,0.7,3761,2.85,0.828539655
3,1,metropolitan,2,2,0.7,3761,7.6,0.795506429
3,1,urban,2,2,0.3,3204,0.98,0.555844776
3,0,urban,3,2,0.3,2472,6.65,2.962000266
6,0,rural,4,3,0.3,4274,3.61,0.174630145
6,0,rural,4,3,0.3,4274,25.65,0.300313396
3,0,metropolitan,3,3,0.7,4115,26.6,0.595295866
3,0,metropolitan,3,3,0.7,4115,9.5,0.617360381
5,0,metropolitan,3,3,0.05,6952,1.96,1.4509575
3,1,metropolitan,3,1,0.3,3110,19,0.602266992
2,0,metropolitan,1,2,0.15,3872,2.71,0.738642689
2,0,metropolitan,1,2,0.15,3872,19,0.766020325
3,1,metropolitan,0,1,0.3,1069,1.47,2.197077826
4,2,rural,2,2,1.5,3031,23.75,0.788399092
2,0,urban,2,2,0.7,3635,61.75,0.552944505
2,0,metropolitan,1,2,0.7,2615,8.08,1.046903675
3,0,metropolitan,2,2,0.05,2832,14.25,0.320296404
2,0,metropolitan,1,2,0.3,2931,0.98,1.11767049
2,0,metropolitan,1,2,0.3,2931,14.25,1.92207033
2,0,urban,0,1,0.3,1446,2.45,1.009032013
2,0,urban,3,2,0.3,3803,19,1.042620882
2,0,urban,3,2,0.3,3803,19,1.042620882
2,0,urban,3,2,0.3,3803,17.48,0.986174099
3,1,metropolitan,0,1,1.5,2137,19.86,0.157303944
3,0,urban,1,1,0.7,3820,38,0.576405613
1,0,urban,1,1,0.7,3398,5.7,1.851383636
3,0,urban,3,1,0.7,4192,17.1,0.616123648
3,1,metropolitan,2,2,0.7,2123,19,1.258613463
2,0,metropolitan,3,2,0.05,4646,36.1,1.388784744
5,0,urban,3,1,0.7,3176,9.5,0.376268308
6,4,metropolitan,1,1,0.3,4126,19,0.282569712
3,0,urban,2,3,0.3,2755,6.32,1.859693627
4,0,metropolitan,1,3,0.05,3280,1.24,0.275861945
4,0,metropolitan,1,3,0.05,3280,0.1,0.197895275
4,0,metropolitan,1,3,0.05,3280,0.1,0.197895275
4,0,metropolitan,1,3,0.05,3280,0.98,0.570981876
4,1,metropolitan,2,3,0.7,7216,0.98,0.497501184
1,0,metropolitan,1,1,0.3,1169,0.49,1.010623783
4,0,urban,3,3,0.7,3274,6.65,0.324262665
3,0,metropolitan,1,1,0.7,1780,35.15,0.078712292
4,2,metropolitan,1,1,0.7,3067,20.9,1.201699868
3,1,rural,1,1,0.7,1710,0.98,0.965412948
4,2,rural,1,2,3.5,2921,0.98,0.723813169
3,1,urban,1,2,0.3,1941,2.85,0.594716317
3,1,urban,1,2,0.3,1941,2.85,0.594716317
3,1,urban,1,2,0.3,1941,19,0.931176618
3,1,urban,1,2,0.3,1941,2.85,0.643158001
4,2,metropolitan,2,1,0.3,5015,12.35,0.912714613
1,0,metropolitan,1,1,0.7,2488,2.94,4.041821503
4,2,urban,1,1,0.7,2673,1.96,1.19394516
4,0,metropolitan,2,3,0.7,4348,0.98,0.248948033
4,0,metropolitan,2,3,0.7,4348,29.78,0.559430674
1,0,metropolitan,0,1,0.3,1250,0.49,7.539894228
3,0,metropolitan,3,3,0.3,4711,11.4,0.85399157
5,3,urban,2,2,0.3,6483,66.5,0.420164133
2,0,rural,2,1,0.7,2941,19.95,1.166304963
3,0,urban,2,1,0.15,2349,24.7,1.493704106
4,2,urban,2,2,0.3,2310,19,0.838674337
4,2,urban,2,2,0.3,2310,0.1,0.666301517
4,2,urban,2,2,0.3,2310,0.1,0.666301517
3,1,metropolitan,2,1,0.3,3720,38,0.601170212
5,3,urban,2,2,0.7,1022,5.7,1.313466676
4,2,urban,2,2,7.5,5452,28.5,2.399664711
3,0,metropolitan,1,3,0.3,1368,14.25,0.331501651
3,1,metropolitan,1,2,0.05,2083,16.25,1.072318342
4,2,urban,2,1,0.15,3424,68.4,0.719931206
2,0,urban,2,1,0.3,1482,21.56,1.203463638
1,0,metropolitan,1,1,0.05,1737,14.25,3.930096032
2,0,metropolitan,2,1,0.7,6274,47.5,0.429962404
4,0,metropolitan,2,2,0.7,5483,3.8,1.02121893
4,0,metropolitan,2,2,0.7,5483,19,0.936470453
3,1,rural,2,2,0.3,3372,12.35,1.069504124
1,0,metropolitan,1,1,0.05,2236,22.56,2.807318692
3,1,rural,2,2,0.7,2841,26.6,1.400882944
4,0,metropolitan,3,3,0.3,2892,5.7,0.560854323
4,0,metropolitan,3,3,0.3,2892,5.7,0.560854323
4,0,metropolitan,3,3,0.3,2892,9.5,0.993847962
4,0,metropolitan,3,3,0.3,2892,2.85,0.664690063
3,0,urban,2,2,0.15,2288,4.75,0.331752557
3,0,urban,2,2,0.15,2288,4.51,0.916925909
1,0,urban,1,1,0.3,914,11.4,2.608402651
3,0,urban,3,3,0.15,2070,29.45,0.600167507
3,0,urban,3,3,0.15,2070,19.95,0.550005542
3,0,urban,3,3,0.15,2070,1.47,0.947400222
4,0,rural,4,4,0.05,1951,3.33,0.424655579
4,0,rural,4,4,0.05,1951,3.33,0.561405295
4,0,rural,4,4,0.05,1951,2.95,0.561405295
4,0,rural,4,4,0.05,1951,1.9,0.561405295
2,1,metropolitan,1,1,0.3,1213,1.96,1.789629455
1,0,rural,1,1,1.5,1231,36.1,0.544021549
3,0,metropolitan,2,1,0.15,978,27.08,0.368762378
3,0,metropolitan,2,1,0.15,978,17.1,0.89828294
3,0,urban,1,2,0.05,3372,1.47,0.662288073
3,0,urban,1,2,0.05,3372,10.45,0.68088706
3,0,metropolitan,2,1,0.7,4892,0.98,1.526568891
3,0,metropolitan,2,1,0.7,4892,0.98,1.526568891
2,0,metropolitan,2,2,3.5,6098,36.1,0.625556812
2,0,metropolitan,2,2,3.5,6098,23.75,0.905418405
4,2,urban,1,2,0.05,3072,23.75,1.315766928
4,2,urban,1,2,0.05,3072,38,1.5169532
1,0,rural,1,1,0.7,974,12.35,1.074226013
1,0,urban,1,1,0.7,1347,23.75,1.301995619
4,0,urban,1,1,0.05,4799,0.49,0.855171482
2,0,urban,1,2,0.3,2338,3.23,0.806840083
2,0,urban,1,2,0.3,2338,10.78,0.807743694
4,2,urban,0,1,0.05,1413,10.2,1.947271485
1,0,metropolitan,1,0,0.7,1989,0.29,3.006233036
2,0,rural,2,1,0.3,1913,26.6,0.200566443
5,3,rural,1,1,0.05,2320,3.92,0.644154466
1,0,urban,1,1,1.5,928,4.51,2.378429836
4,2,metropolitan,1,2,0.7,2488,11.88,0.551226907
4,2,metropolitan,1,2,0.7,2488,24.7,0.730796631
4,2,metropolitan,2,1,0.15,2211,23.75,1.038259094
2,0,metropolitan,1,2,0.05,2507,14.25,2.465909537
4,1,rural,2,1,0.3,2057,10.45,0.830824866
4,2,urban,2,2,0.15,2791,4.75,0.495626869
4,2,urban,2,2,0.15,2791,9.5,0.540785878
1,0,metropolitan,1,1,0.05,1512,34.2,6.967529062
2,0,urban,1,2,0.05,3918,0.2,0.919903437
2,0,urban,1,2,0.05,3918,1.18,0.750992852
3,1,urban,2,2,0.7,2180,4.75,0.485260561
3,1,urban,2,2,0.7,2180,15.2,0.754705544
3,0,metropolitan,2,2,0.05,2187,1.9,0.139504665
2,0,urban,2,2,0.3,3477,16.15,0.512436891
3,1,rural,2,2,3.5,2005,17.1,1.162409545
3,1,rural,2,2,3.5,2005,9.5,0.822984941
6,2,metropolitan,2,3,0.7,4678,23.75,0.443692956
3,1,urban,2,2,0.05,2327,14.25,1.676599962
3,0,metropolitan,2,1,0.7,3720,1.47,0.685193771
4,2,metropolitan,2,2,0.05,5995,33.25,0.665142106
4,2,metropolitan,2,2,0.05,5995,28.5,1.402843791
2,0,rural,2,2,0.3,2574,4.75,0.293283597
3,0,urban,2,2,0.3,2390,3.92,0.854462622
3,0,urban,2,2,0.3,2390,15.2,0.712926718
1,0,metropolitan,1,1,0.15,1789,2.25,2.637914274
1,0,metropolitan,1,1,0.15,1789,2.25,2.637914274
2,0,metropolitan,1,1,0.15,1602,9.5,0.759310587
1,0,metropolitan,1,1,1.5,1941,4.75,2.906549228
2,0,urban,2,1,1.5,1680,38,1.439360599
3,0,metropolitan,2,2,0.3,4467,9.5,0.6074372
2,0,metropolitan,2,1,0.15,2818,28.88,0.996121878
4,2,urban,1,2,0.7,2416,21.85,0.448929283
4,2,urban,1,2,0.7,2416,51.3,0.474625166
2,0,metropolitan,1,2,0.7,4192,0.78,0.296463196
4,2,metropolitan,1,2,0.3,1838,34.2,0.254227401
1,0,urban,0,1,0.7,1194,0.78,1.642881816
4,2,metropolitan,1,2,0.3,2278,28.88,1.312268451
4,2,metropolitan,1,2,0.7,1755,0.1,0.667686507
2,0,urban,2,2,0.7,1602,2.38,0.595419838
2,0,urban,1,1,0.7,1563,1.96,0.237185505
2,0,urban,2,1,0.7,2850,35.15,0.494311174
2,1,metropolitan,1,1,0.05,1515,11.88,2.014525939
2,1,metropolitan,1,1,0.05,1515,59.85,1.242456329
2,0,rural,1,2,0.3,1015,0.98,0.136506699
2,0,rural,1,2,0.3,1015,3.92,0.157379145
2,0,metropolitan,1,1,0.15,1698,58.9,2.377384592
2,0,urban,2,1,0.3,1674,6.65,0.563885299
2,0,metropolitan,1,1,0.05,2725,32.49,2.203864679
4,1,urban,1,2,0.05,3417,12.74,0.347724557
4,1,urban,1,2,0.05,3417,2.94,0.535756321
4,1,urban,1,2,0.05,3417,3.43,0.535756321
4,2,metropolitan,1,2,0.7,3786,6.77,1.150754261
3,1,metropolitan,1,1,0.05,1022,19,0.825078874
5,2,urban,2,1,0.3,3627,0.76,0.380309756
2,0,urban,2,2,0.7,3927,32.3,1.946698276
2,0,urban,2,2,0.7,3927,28.5,1.761086838
2,0,metropolitan,2,2,0.05,2480,19,0.824696985
2,0,metropolitan,2,2,0.05,2480,14.25,0.855264205
4,1,metropolitan,2,1,1.5,3620,4.75,0.496592778
2,0,urban,2,2,0.3,988,4.75,0.365299721
2,0,urban,2,2,0.3,988,4.75,0.351798656
2,0,urban,1,2,0.3,1240,2.45,0.541133761
2,0,urban,1,2,0.3,1240,1.96,0.55633038
3,1,urban,1,2,0.7,2813,1.47,0.607812669
3,1,urban,1,2,0.7,2813,40.61,1.208357431
1,0,metropolitan,0,1,0.15,1506,6.65,1.613944038
4,0,rural,3,2,0.05,2945,11.4,0.76297147
4,0,rural,3,2,0.05,2945,0.98,1.226258286
2,0,metropolitan,2,1,0.7,2615,36.1,1.263440144
2,0,metropolitan,1,0,0.05,3899,18.05,0.842183268
2,0,urban,1,1,0.7,2317,24.37,1.145572976
2,0,rural,1,1,0.7,1332,7.22,0.221978242
4,2,rural,1,1,0.7,3233,4.51,0.546989079
2,0,metropolitan,1,1,0.7,3561,13.3,0.777372961
3,1,metropolitan,1,1,0.7,1524,5.7,0.51512804
2,0,urban,1,2,0.05,2137,0.98,0.740260133
2,0,urban,1,2,0.05,2137,1.47,1.24089968
1,0,urban,1,1,0.7,2907,7.6,2.146013473
2,0,metropolitan,2,2,7.5,2878,6.65,1.465075555
2,0,metropolitan,2,2,7.5,2878,10.45,1.441028295
1,0,rural,2,1,0.3,1052,33.25,7.436165725
3,0,metropolitan,2,1,0.7,4192,14.25,0.813914857
4,2,metropolitan,2,2,0.3,2892,2.85,0.682977506
4,2,metropolitan,2,2,0.3,2892,6.65,0.496592778
2,0,urban,2,2,0.3,2970,7.6,0.730898341
2,0,urban,2,2,0.3,2970,15.2,0.704775968
3,1,urban,2,1,0.7,1789,16.15,0.408763391
2,0,rural,2,2,0.7,2699,33.25,0.376902192
2,0,metropolitan,1,1,0.7,2160,1.47,0.579375734
2,0,metropolitan,1,1,0.7,2160,1.47,0.579375734
4,0,metropolitan,3,3,0.15,4298,3.8,0.268954743
4,0,metropolitan,3,3,0.15,4298,2.94,0.616227633
2,0,urban,1,1,0.3,1848,2.94,0.488780286
3,1,metropolitan,1,2,0.7,2150,6.32,0.694453917
2,0,metropolitan,2,2,0.7,4973,28.5,0.074090812
2,0,metropolitan,2,2,0.7,4973,8.55,0.06112676
2,0,metropolitan,2,2,0.7,4973,8.55,0.06112676
4,2,metropolitan,2,1,1.5,4614,36.1,0.410317251
4,1,urban,3,2,0.3,2100,4.75,0.543935293
4,1,urban,3,2,0.3,2100,4.75,0.524494997
4,2,urban,1,2,0.15,3590,3.63,1.186992813
4,2,urban,1,2,0.15,3590,33.25,1.245453136
2,0,metropolitan,1,1,0.15,1533,5.7,0.621704601
1,0,urban,1,1,0.3,1124,6.18,7.729375535
3,0,metropolitan,1,3,0.05,2707,6.65,1.256574174
3,0,metropolitan,1,3,0.05,2707,11.4,2.226681033
4,2,metropolitan,2,2,0.7,3620,33.25,0.45258635
4,2,metropolitan,2,2,0.7,3620,7.6,0.400180885
2,0,urban,2,2,0.7,2550,15.2,0.83765905
2,0,urban,2,2,0.7,2550,22.8,0.885605106
2,1,rural,1,1,0.3,3120,0.1,0.710781285
2,1,rural,1,1,0.3,3120,0.1,0.710781285
2,0,metropolitan,2,2,0.3,2110,42.75,0.517123834
2,0,metropolitan,2,2,0.3,2110,37.05,0.519513358
4,0,rural,3,3,0.05,1807,28.5,1.247884701
4,0,rural,3,3,0.05,1807,0.59,0.971402165
3,0,urban,3,2,0.15,4413,5.88,1.01711076
3,2,metropolitan,0,1,0.05,1916,9.5,0.696270009
2,0,rural,2,1,0.3,1749,1.9,2.090041206
3,0,rural,2,1,0.15,2249,33.25,0.409009651
3,0,rural,2,1,0.15,2249,33.25,0.659693173
2,0,metropolitan,1,1,0.15,2515,20.9,0.157179186
4,2,metropolitan,1,2,0.3,5334,2.85,0.040243855
4,2,metropolitan,1,2,0.3,5334,0.78,0.068046035
4,2,metropolitan,1,1,0.15,2869,25.48,0.720181142
4,2,metropolitan,2,2,0.3,4854,14.25,0.410741217
4,2,metropolitan,2,2,0.3,4854,14.25,0.30053694
3,1,metropolitan,1,1,0.15,3041,2.94,0.10555147
4,1,urban,2,2,0.05,1473,14.44,0.892758654
4,1,urban,2,2,0.05,1473,5.7,0.804906441
1,0,metropolitan,0,1,0.05,3846,13.54,1.679897398
3,0,metropolitan,2,2,0.15,3005,3.23,0.866113189
3,0,metropolitan,2,2,0.15,3005,19,0.862129465
1,0,metropolitan,0,1,0.05,754,36.1,5.931347855
2,0,metropolitan,1,2,0.15,1986,16.15,1.335717705
2,0,metropolitan,1,2,0.15,1986,5.7,1.282463689
2,0,urban,0,1,0.05,1792,23.75,0.792958874
5,3,urban,2,2,0.7,3256,0.59,0.542097276
5,3,urban,2,2,0.7,3256,28.5,0.509630214
4,0,metropolitan,2,3,0.3,2595,57,1.185111533
4,0,metropolitan,2,3,0.3,2595,63.18,0.742560934
4,0,metropolitan,2,3,0.3,2595,0.98,0.745992157
3,1,metropolitan,2,2,0.7,2769,14.25,1.04626201
3,1,metropolitan,2,2,0.7,2769,14.25,1.04626201
4,2,urban,2,2,1.5,3153,1.9,0.783112768
4,2,urban,2,2,1.5,3153,26.6,0.776178533
3,2,metropolitan,0,1,0.05,1049,4.51,1.240600348
1,0,urban,1,1,0.15,1458,1.47,2.048928485
6,2,rural,3,2,0.3,4094,2.85,0.149606744
4,0,metropolitan,2,2,0.05,3736,19,0.39525265
2,0,metropolitan,2,2,0.7,3681,5.7,0.670336424
1,0,rural,2,1,0.15,6409,31.35,2.132994927
2,0,urban,2,2,0.3,4192,14.25,0.53756224
3,2,metropolitan,1,1,0.05,1888,0.49,4.670489901
3,2,metropolitan,1,1,0.05,1888,0.49,4.670489901
2,0,metropolitan,2,2,0.05,1725,1.9,0.294833482
3,0,urban,2,1,0.3,2015,5.7,1.453679524
3,0,urban,7,1,0.15,2678,6.65,1.146620073
3,0,metropolitan,0,1,0.05,1795,0.98,0.0849636
3,1,metropolitan,1,1,0.05,3192,4.96,0.624589891
4,0,urban,2,2,0.05,2488,10.45,0.367525782
4,0,urban,2,2,0.05,2488,17.1,0.381148048
2,0,urban,1,1,7.5,1980,12.35,0.799526415
5,3,metropolitan,1,1,0.7,2299,19,0.674452744
2,0,metropolitan,2,2,0.7,5105,32.3,1.229706557
2,0,metropolitan,2,2,0.7,5105,19.95,1.151144294
3,0,rural,2,2,0.05,1566,4.75,0.166568661
3,0,rural,2,2,0.05,1566,9.5,0.192037707
4,0,metropolitan,1,4,0.05,2566,58.66,0.895668452
6,0,metropolitan,3,1,0.05,4912,1.33,0.500932904
6,0,metropolitan,3,1,0.05,4912,58.66,1.001783911
2,0,metropolitan,2,1,1.5,2888,1.67,0.777083606
2,0,urban,1,2,1.5,3590,4.75,1.24007083
2,0,urban,1,2,1.5,3590,4.75,1.195750587
6,4,metropolitan,1,2,0.15,3855,33.39,0.414052427
2,0,metropolitan,1,1,0.3,2292,4.75,0.381134985
6,4,metropolitan,1,1,0.7,3094,30.4,0.531909082
2,0,rural,2,2,0.7,2578,7.6,0.5972483
2,0,metropolitan,2,2,1.5,2921,35.15,1.353395165
2,0,metropolitan,2,2,1.5,2921,13.3,1.430861004
2,0,metropolitan,1,1,0.05,2707,2.94,2.833350366
2,0,metropolitan,1,1,0.15,6045,31.35,1.326314348
4,2,urban,1,3,0.3,2113,0.49,0.976363649
4,2,urban,1,3,0.3,2113,0.98,0.55289643
1,0,urban,1,1,0.7,635,7.13,0.825947514
4,1,metropolitan,1,3,0.05,3181,2.94,0.434880572
4,1,metropolitan,1,3,0.05,3181,27.08,0.513939553
3,0,rural,1,2,0.3,2484,2.85,0.10573762
3,0,rural,1,2,0.3,2484,2.85,0.229527347
3,1,urban,2,2,0.7,2515,3.33,0.5419076
2,0,urban,1,2,1.5,2393,18.05,0.662886539
2,0,urban,1,2,1.5,2393,1.9,0.657016872
2,0,rural,2,1,0.7,2469,38,0.525274224
4,2,metropolitan,1,2,0.3,3437,5.88,0.144956728
5,3,metropolitan,1,1,0.05,967,47.5,1.506197084
5,2,metropolitan,3,2,0.7,3554,38,0.765997759
4,1,metropolitan,3,3,0.7,4003,3.8,0.388134839
4,1,metropolitan,3,3,0.7,4003,9.03,0.289130009
4,1,metropolitan,3,3,0.7,4003,10.45,0.312840898
5,3,urban,1,1,0.05,3310,2.45,0.781478984
4,1,metropolitan,1,1,0.7,2116,22.56,1.262872435
2,0,urban,1,1,0.3,2492,55.1,0.860945657
3,0,urban,2,3,0.05,4524,22.8,0.974670664
4,0,metropolitan,3,2,0.05,3347,38,0.658613724
4,0,metropolitan,3,2,0.05,3347,0.95,0.685962511
4,0,metropolitan,3,2,0.05,3347,17.67,1.206349194
2,0,urban,2,2,0.3,3142,4.9,1.05890979
5,2,urban,2,1,0.7,2742,5.7,0.398252132
3,1,metropolitan,1,2,0.05,3015,1.96,0.621804403
